转换注：
该NPK辞典条目格式根据COLG精灵-传说纯手动改编
用于恋恋のEx的NPK辞典中查询使用
若有补充，请联系原作者，并通过原作者联系我进行修订（也可以自己修订）
BY-乘着歌声的翅膀2018.6.19
--------------------------------------------------------
使用方法：
在恋恋のEx的输出目录（默认为软件同目录下的output文件夹下），
找到npkdict.txt，将此文件替换即可。
恋恋のEx的NPK辞典可在主界面中特殊工具菜单中找到。
--------------------------------------------------------
原作者注：
有什么代码可以提供，我QQ是1289309989，论坛名称：精灵-传说
也欢迎加入补丁群进行讨论，群号334906062，
代码表持续更新中
更新于2018.6.19
--------------------------------------------------------
sprite_character_demonicswordsman.NPK,(黑暗武士)空的
sprite_monster_act8_crokhan.NPK,鳄鱼众
sprite_monster_act8_dark_ghost.NPK,黑暗恶灵
sprite_monster_act8_mermadia.NPK,人鱼众
sprite_monster_act8_merman.NPK,鱼人众
sprite_monster_act8_turtle.NPK,海龟众
sprite_monster_act8_wooden_doll.NPK,木质木偶众
sprite_monster_act8_zombie_marine.NPK,僵尸冲锋队员
sprite_monster_advancealtar.NPK,守护者祭坛的怪物
sprite_monster_advanceatlar.NPK,祭坛的怪物
sprite_monster_airsword.NPK,某APC、会射线！
sprite_monster_albert.NPK,阿尔伯特
sprite_monster_ancient.NPK,暴戾搜捕团祭司众和暗精灵僵尸众
sprite_monster_ant.NPK,蚂蚁众
sprite_monster_apc.NPK,有只狗（式神玄武）有把图腾
sprite_monster_apc_sand_doll.NPK,沙怪
sprite_monster_arad.NPK,堕落之殿的一些人形怪
sprite_monster_babydragon.NPK,斯卡萨幼龙和弗利特
sprite_monster_bantu.NPK,班图众
sprite_monster_bantu_beastmaster.NPK,驯兽师鲁乌格
sprite_monster_bee.NPK,蜜蜂众
sprite_monster_black_church.NPK,暗黑圣战D怪
sprite_monster_blood_an_agaress.NPK,祭坛死神阿加雷斯
sprite_monster_blood_an_chariot.NPK,地狱哥布林战车
sprite_monster_blood_an_propeller.NPK,地狱哥布林直升机
sprite_monster_bloodmoon_zetes.NPK,祭坛骑士泽忒斯
sprite_monster_bloodybutterfly_bloodybutterfly.NPK,血蝴蝶众
sprite_monster_bloodybutterfly_mosqueen.NPK,诺丝克尔
sprite_monster_bwanga.NPK,布万加
sprite_monster_cartel.NPK,有关卡特勒组织的怪物
sprite_monster_cartel_cypher.NPK,魔雷麦瑟·莫纳亨
sprite_monster_cartel_launcher.NPK,火箭炮塔
sprite_monster_cartel_mafia.NPK,棍子男众
sprite_monster_cartel_nife_clraes.NPK,奈普·克拉斯
sprite_monster_cartel_rocketman.NPK,火箭侠
sprite_monster_cartel_smokegranade.NPK,瓦斯
sprite_monster_cartelcommand.NPK,卡勒特指挥部D贴图
sprite_monster_casillas_appear.NPK,召唤,-,卡西亚斯出现效果
sprite_monster_casillas_body.NPK,召唤,-,卡西亚斯身体
sprite_monster_casillas_moveslash.NPK,召唤,-,卡西亚斯必杀剑千鬼杀
sprite_monster_casillas_slash.NPK,召唤,-,卡西亚斯攻击特效
sprite_monster_casillas_swordrain.NPK,召唤,-,卡西亚斯必杀剑地狱图
sprite_monster_championbreak.NPK,一个球在闪
sprite_monster_characterstatue.NPK,角色雕像
sprite_monster_characterstatue_passiveobject.NPK,伪·角色雕像
sprite_monster_cocoon.NPK,罗特斯的卵
sprite_monster_coldboy.NPK,查理
sprite_monster_coldheart.NPK,冰之心
sprite_monster_common.NPK,强化怪的特效、肉块、怪物死亡时的闪光
sprite_monster_conveyer.NPK,人偶工厂的置物
sprite_monster_cosmofiend.NPK,深渊恶魔众
sprite_monster_cosmofiend_sealedgate.NPK,深渊恶魔的封印柱子
sprite_monster_crimebuffalo_crimebuffaloartifacter.NPK,罪恶布法罗盗掘团安佩特
sprite_monster_crimebuffalo_crimebuffalogeneral.NPK,罪恶布法罗盗掘团队长
sprite_monster_crimebuffalo_crimebuffalonormal.NPK,罪恶布法罗盗掘团士兵
sprite_monster_crimebuffalo_equipment.NPK,罪恶布法罗盗掘团的装备
sprite_monster_crimebuffalo_grim_crimebuffal.NPK,罪恶布法罗盗掘
sprite_monster_crimebuffalo_grim_crimebuffalogeneral.NPK,悲鸣盗墓王
sprite_monster_crimebuffalo_resurrectioneffect.NPK,罪恶布法罗盗掘团队长复活特效
sprite_monster_crimebuffalo_treasurenamed.NPK,盗墓者卢瑟
sprite_monster_cyclops.NPK,独眼巨人
sprite_monster_darkelf.NPK,暗精灵众（包括三个大块头）
sprite_monster_dendroid.NPK,树精众
sprite_monster_despair.NPK,某APC.魔剑克拉丽丝
sprite_monster_direzie.NPK,狄瑞吉
sprite_monster_disguiser.NPK,不灭的伪装者
sprite_monster_disguiser_lightning.NPK,伪装者的闪电
sprite_monster_dog.NPK,狗狗众
sprite_monster_dollmaster.NPK,人偶师众
sprite_monster_dollmaster_masterdogridollcontrol.NPK,人偶王的控制技能
sprite_monster_draconian.NPK,龙人
sprite_monster_dragonknight.NPK,祭坛蜥蜴众
sprite_monster_drake.NPK,邪龙斯皮兹头部（暗精灵守墓人）
sprite_monster_eltis.NPK,机械
sprite_monster_event_2012_thxgiving.NPK,某活动：黑色的稻草人
sprite_monster_event_bus.NPK,韩服活动
sprite_monster_event_chn_destroy_dungeon_object.NPK,泰拉遗迹活动
sprite_monster_event_chn_golden_egg.NPK,金蛋
sprite_monster_event_chn_golden_goblin_junior.NPK,活动哥布林
sprite_monster_event_clown.NPK,韩服活动
sprite_monster_event_cricket.NPK,韩服活动
sprite_monster_event_j_farmer.NPK,韩服活动
sprite_monster_event_kinggoldenhorn.NPK,金角大王、银角大王
sprite_monster_event_present_box.NPK,韩服活动
sprite_monster_event_seria.NPK,赛利亚（活动）
sprite_monster_event_seria_beeswax.NPK,蜂蜜蜡烛攻击
sprite_monster_event_seria_bind.NPK,变身魔盒
sprite_monster_event_seria_chn_randombox.NPK,小魔盒
sprite_monster_event_seria_chn_scream.NPK,一个字：嗨
sprite_monster_event_seria_chn_strongbox.NPK,天降仓库
sprite_monster_event_seria_kaleido.NPK,百变魔盒
sprite_monster_event_seria_key.NPK,魔力钥匙攻击
sprite_monster_event_seria_mega.NPK,韩服活动
sprite_monster_event_seria_remi.NPK,雷米庇佑
sprite_monster_event_seria_running.NPK,赛利亚移动特效,
sprite_monster_event_seria_scream.NPK,恐惧尖叫攻击
sprite_monster_event_seria_serabox.NPK,商场衣箱攻击
sprite_monster_event_seria_seriaguard.NPK,魔力护罩
sprite_monster_event_zombie.NPK,生化禁区的僵尸
sprite_monster_eventbak.NPK,韩服活动
sprite_monster_eventgoblin.NPK,特殊哥布林
sprite_monster_evileye.NPK,罪恶之眼
sprite_monster_flydragon.NPK,翼龙
sprite_monster_flydragon_passiveobject.NPK,蓝翼龙的冰球
sprite_monster_gbl_breeding.NPK,树精繁殖地的怪物
sprite_monster_gbl_goddess_temple.NPK,GBL教女神殿的怪物
sprite_monster_ghoul.NPK,食尸鬼众
sprite_monster_goblin.NPK,哥布林众
sprite_monster_goblin_effect.NPK,变身哥布林攻击特效
sprite_monster_goblin_equipment.NPK,哥布林的装备
sprite_monster_goblin_event.NPK,普通哥布林和活动哥布林
sprite_monster_goblin_golgo.NPK,哥布林王和逆袭之谷BOSS
sprite_monster_goblin_passiveobject.NPK,哥布林投掷道具
sprite_monster_goblin_skycastle.NPK,空中投掷的哥布林
sprite_monster_goblin_skycastle_equipment.NPK,空中投掷的哥布林装备
sprite_monster_golem.NPK,石巨人众
sprite_monster_golem_equipment.NPK,石巨人的零件
sprite_monster_golem_particle.NPK,石巨人的碎片
sprite_monster_golem_passiveobject.NPK,石巨人的飞行道具
sprite_monster_grim.NPK,祭祀.
sprite_monster_grim_effect.NPK,未知怪物的攻击特效
sprite_monster_gunner_exs.NPK,Ex-S毒蛇炮
sprite_monster_gunner_ez8.NPK,EZ-8自爆者
sprite_monster_gunner_ez8ex.NPK,Ez-10反击者
sprite_monster_gunner_fightingspirit.NPK,斗志之歌
sprite_monster_gunner_firerx78.NPK,红色破坏者
sprite_monster_gunner_headingrx78.NPK,钢铁机器人
sprite_monster_gunner_healrx78.NPK,修复者格莱/神力雷克斯
sprite_monster_gunner_rx78.NPK,RX-78追击者
sprite_monster_gunner_tempester.NPK,空战机械：风暴
sprite_monster_gunner_tempesterat.NPK,空战机械：狂风
sprite_monster_haze.NPK,雾都赫尔斯的怪物
sprite_monster_headlessknight.NPK,无头骑士
sprite_monster_heaven_captain_berhik.NPK,前锋队长波西克
sprite_monster_heaven_captainshured.NPK,机动队长苏雷德
sprite_monster_heaven_dorian.NPK,巨枪多里安
sprite_monster_heaven_gt9600.NPK,GT-9600
sprite_monster_heaven_letsburn_bentinck.NPK,纵火犯本汀克
sprite_monster_heaven_mechanicgiselle.NPK,机械师吉赛尔
sprite_monster_heaven_silverman.NPK,夜间袭击战的怪物
sprite_monster_heaven_silversmallman.NPK,感叹号
sprite_monster_heaven_specialforce.NPK,卡特勒机动队
sprite_monster_heaven_vulcherspecialforce.NPK,辅修师斯佩特
sprite_monster_hunter.NPK,夜叉众
sprite_monster_hunter_passiveobject.NPK,艾力斯的痰
sprite_monster_icetiger.NPK,寒冰虎
sprite_monster_impossible_bakal.NPK,巴卡尔之城的怪物和攻击特效
sprite_monster_impossible_blackearth.NPK,黑暗大地的怪物和攻击特效
sprite_monster_impossible_blackearth_dark_column.NPK,奥兹玛的混沌攻击特效
sprite_monster_impossible_blackearth_fear_effect.NPK,恐惧之手
sprite_monster_impossible_blackearth_howling_pain.NPK,奥兹玛的混沌之柱攻击特效
sprite_monster_impossible_blackearth_icon.NPK,被奥兹玛变成怪物时可使用的技能图标
sprite_monster_impossible_blackearth_spaceescape.NPK,选择
sprite_monster_impossible_cosmofiend.NPK,虚无之境的怪物和攻击特效
sprite_monster_impossible_goblin.NPK,哥布林王国的哥布林装备
sprite_monster_iris.NPK,艾丽丝咯
sprite_monster_laowu.NPK,圣眼暴击拳
sprite_monster_larguslake.NPK,女鬼剑士开场地图的怪（赏金之路.押运任务）
sprite_monster_larguslake_atswordman.NPK,女鬼剑士的一套时装
sprite_monster_leshphon.NPK,痛苦之村列瑟芬怪物和怪物的特效
sprite_monster_leshphon_fire_effect.NPK,痛苦之村列瑟芬怪物死亡时的火焰特效
sprite_monster_lizardman.NPK,蠕动之城真假蜥蜴
sprite_monster_lordoflight.NPK,光之城主赛格哈特
sprite_monster_lotus.NPK,长脚罗特斯
sprite_monster_lugaru.NPK,猫妖众
sprite_monster_circus.NPK,马戏团怪物
sprite_monster_lugaru_ciel_attribute.NPK,善变猫妖的属性选择
sprite_monster_lugaru_equipment.NPK,猫妖的装备
sprite_monster_machine_ball.NPK,某球
sprite_monster_magma.NPK,熔岩穴的怪物和3SB的身体
sprite_monster_magma_equipment_atlas.NPK,阿特拉斯的零件
sprite_monster_magma_equipment_goliath.NPK,歌利亚的零件
sprite_monster_magma_equipment_incomplete.NPK,残缺的歌利亚的零件
sprite_monster_magma_equipment_titan.NPK,泰坦的零件
sprite_monster_magma_magmasacrificerbig.NPK,天上掉火球
sprite_monster_magma_oilsellerolek.NPK,油桶希洛克
sprite_monster_medeia.NPK,梅迪亚
sprite_monster_militiaman.NPK,暗精灵民兵
sprite_monster_mimic.NPK,食人宝箱
sprite_monster_mission.NPK,奇遇任务-外星人
sprite_monster_mj.NPK,MJ
sprite_monster_monsterflower.NPK,召唤,-,魔界花袄索
sprite_monster_mouseheadsue.NPK,鼠头人西乌
sprite_monster_nugol.NPK,戮蛊众
sprite_monster_oldscreamingcave.NPK,昔日悲鸣的怪
sprite_monster_peterthepiper.NPK,魔笛使者皮特和老鼠众
sprite_monster_power_station.NPK,闪电
sprite_monster_power_station_furz_station.NPK,萨缪尔和普鲁兹发电站的怪
sprite_monster_power_station_grandine_station.NPK,虚空之弗曼和格兰迪发电站的怪
sprite_monster_power_station_kohlepowerstation.NPK,永远是空的
sprite_monster_power_station_kohlepowerstation_fire_slime.NPK,燃烧的史莱姆
sprite_monster_power_station_kohlepowerstation_fitz.NPK,业火之菲茨
sprite_monster_power_station_kohlepowerstation_fitz_archer.NPK,业火之菲茨
sprite_monster_power_station_kohlepowerstation_fitz_other_self.NPK,业火之菲茨
sprite_monster_power_station_kohlepowerstation_fitz_warrior.NPK,业火之菲茨
sprite_monster_power_station_no3_station.NPK,科雷发电站,主线任务涉及到的怪
sprite_monster_power_station_no3_station_effect.NPK,科雷发电站的怪死后变成的减MP的紫点
sprite_monster_power_station_no3_station_granite_fly.NPK,科雷发电站的怪
sprite_monster_power_station_no3_station_granite_great.NPK,科雷发电站的怪
sprite_monster_power_station_no3_station_granite_t.NPK,科雷发电站的怪
sprite_monster_power_station_no3_station_ma_squid.NPK,发电站里的章鱼
sprite_monster_power_station_no3_station_paris.NPK,闪电之帕特里斯
sprite_monster_power_station_no3_station_patris.NPK,闪电之帕特里斯
sprite_monster_power_station_no3_station_river.NPK,闪电之帕特里斯
sprite_monster_queen_rosi.NPK,冰之女王
sprite_monster_ranjerus.NPK,兰蒂卢斯的鹰犬的怪物
sprite_monster_ranjerus_baricate.NPK,兰蒂卢斯的鹰犬地图的电网
sprite_monster_riding_at_5t.NPK,AT-5T步行者
sprite_monster_riding_gatling_tower.NPK,加特林机枪炮塔
sprite_monster_scarecrow.NPK,稻草人
sprite_monster_scasa.NPK,冰龙斯卡萨
sprite_monster_screamingcave.NPK,悲鸣骷髅凯恩
sprite_monster_screamingcave_apopis.NPK,悲鸣魔剑阿波菲斯
sprite_monster_screamingcave_hardy.NPK,悲鸣血风暴哈迪
sprite_monster_screamingcave_highspectresslene.NPK,悲鸣空中幽灵琳恩
sprite_monster_sealstone.NPK,暗影迷宫的封印石
sprite_monster_shonan.NPK,武斗大会的怪物和攻击特效
sprite_monster_silverspoon.NPK,补给线阻断战的怪物
sprite_monster_skeleton.NPK,骷髅众（还有悲鸣虫子和光圈）
sprite_monster_skeleton_change.NPK,堕落守护者的无敌形态
sprite_monster_skeleton_equipment.NPK,骷髅的装备
sprite_monster_skeleton_magicmirror.NPK,骸德的镜子
sprite_monster_skeleton_sleep.NPK,堕落守护者的地面攻击
sprite_monster_skeleton_stick.NPK,堕落守护者的法杖
sprite_monster_skeleton_stone.NPK,岩石骷髅的落石
sprite_monster_skillhuntress.NPK,魔女莉莉斯
sprite_monster_slime.NPK,史莱姆众
sprite_monster_slotor.NPK,寒冰蜘蛛
sprite_monster_snowman.NPK,猩猩众
sprite_monster_soceress.NPK,魔女众
sprite_monster_soldier.NPK,驱逐者众的身体
sprite_monster_soldier_axeexpeller.NPK,斧之驱逐者的零件
sprite_monster_soldier_axionexpeller.NPK,阿克雄的零件
sprite_monster_soldier_expeller.NPK,驱逐者的零件
sprite_monster_soldier_guard.NPK,王之五骑士的零件
sprite_monster_soldier_hammerking.NPK,锤王波罗丁
sprite_monster_soldier_heavenexpeller.NPK,天之驱逐者的零件
sprite_monster_soldier_legionexpeller.NPK,勒格恩的零件
sprite_monster_soldier_passiveobject.NPK,驱逐者众受攻击时的碎片和苏醒动作
sprite_monster_soldier_sandorexpeller.NPK,桑德尔的零件
sprite_monster_soldier_sandorexpellerex.NPK,驱逐者
sprite_monster_soldier_tsmexpeller.NPK,侍剑骑兵的零件
sprite_monster_spacefish.NPK,空骨鱼
sprite_monster_spider.NPK,蜘蛛众
sprite_monster_spikeking.NPK,精灵王
sprite_monster_spikeking_effect.NPK,精灵王攻击特效
sprite_monster_spirit.NPK,白色废墟个个火精灵D攻击特效
sprite_monster_spirit_fire_higher.NPK,白色废墟个个火精灵
sprite_monster_spirit_spiritex.NPKK,白色废墟个个火精灵D特效
sprite_monster_starfish.NPK,章鱼众
sprite_monster_statue.NPK,妖变的石像
sprite_monster_succubus.NPK,迷妄12层的那两只
sprite_monster_suspicion.NPK,独眼巨人
sprite_monster_tau.NPK,牛头怪众（新版牛头怪）
sprite_monster_tau_equipment.NPK,牛头怪的装备
sprite_monster_thief.NPK,盗贼众
sprite_monster_timegate.NPK,卡勒特之初D怪
sprite_monster_timegate_beginning.NPK,凛冬D怪
sprite_monster_timegate_conflagration.NPK,格兰之火D怪
sprite_monster_timegate_consciousness.NPK,迷之觉悟D怪
sprite_monster_timegate_epidemic.NPK,瘟疫之地D怪
sprite_monster_timegate_parasite.NPK,时空之门D怪
sprite_monster_timegate_timelord.NPK,时空领主
sprite_monster_timegate_topsecretarea.NPK,绝密区域D怪
sprite_monster_timegate_topsecretarea_allusion.NPK,绝密区域某眼睛
sprite_monster_timegate_topsecretarea_effect.NPK,绝密区域某冰块
sprite_monster_timegate_topsecretarea_observer.NPK,绝密区域某眼睛
sprite_monster_toy.NPK,查理的玩具
sprite_monster_toy_hiddentoy.NPK,四个特殊玩具兵
sprite_monster_toy_passiveobject.NPK,玩具兵的飞行道具
sprite_monster_trowgoblin.NPK,哥布林投石车
sprite_monster_vehicle.NPK,各种龙头炮和锯角撞车
sprite_monster_witch.NPK,疑惑之村的魔女众
sprite_monster_wraith.NPK,女妖众
sprite_monster_young_scasa.NPK,年轻斯卡萨
sprite_monster_zealot.NPK,GBL教徒众
sprite_monster_zealotrebirth.NPK,复活的GBL教徒众
sprite_monster_zepplin.NPK,多尼尔众
sprite_monster_zig.NPK,王者号令：吉格降临
sprite_monster_zombie.NPK,僵尸众
sprite_monster_event_seriea.NPK,幽灵赛利亚
sprite_monster_event_seriea_mega.NPK,音乐盒攻击
sprite_monster_event_sheep_wolf.NPK,披着羊皮的狼
sprite_monster_stormofmetastasis_timebreak_tennat_sandenergyeffect.npk,时空裂隙沙漏的沙
sprite_monster_timespiral.NPK,ML-771初号机
sprite_monster_timespiral_tankrunner.NPK,ZX-78反坦克追击者
sprite_monster_timespiral_zx_69.NPK,ZX-69歼敌者
sprite_monster_timespiral_zx_77.NPK,ZX-77猎食者
sprite_monster_timespiral_zx_99.NPK,ZX-99歼敌者
sprite_monster_dragondungeon_babydragon.NPK,幼年战龙
sprite_monster_dragondungeon_dragon.NPK,巨龙纳特拉
sprite_monster_dragondungeon_dragon_effect.NPK,巨龙纳特拉攻击特效
sprite_monster_dragondungeon_dragonstatue.NPK,魔法巨龙石像
sprite_monster_dragondungeon_dragonstatue_effect.NPK,魔法巨龙石像攻击特效
sprite_monster_dragondungeon_firegolem.NPK,巨型火焰傀儡
sprite_monster_dragondungeon_firegolem_effect.NPK,巨型火焰傀儡攻击特效
sprite_monster_dragondungeon_masterdragon.NPK,龙族巡逻兵
sprite_monster_dragondungeon_mineralgolem.NPK,矿石傀儡
sprite_monster_dragondungeon_rockgolem.NPK,巨石傀儡
sprite_monster_event_2013_aprilfools.NPK,粉红色的头盔妹
sprite_monster_event_chn_aprilfoolsday.NPK,愚人节角色的城镇变身
sprite_monster_event_chn_event_130903_midautumn.NPK,某月饼
sprite_monster_event_chn_flower_danjin.NPK,土罐送花
sprite_monster_event_chn_solo_paradise.NPK,破碎的心
sprite_monster_event_chn_tau_kingdom.NPK,牛头怪乐园的怪
sprite_monster_event_hong.NPK,某猥琐男
sprite_monster_event_lost_land_disappeared_town_montgomery.NPK,遗忘之地某怪雾-都守门的
sprite_monster_event_lost_land_disappeared_town_moreau.NPK,遗忘之地某怪-梦幻列车长
sprite_monster_event_lost_land_disappeared_town_nemesis.NPK,遗忘之地某怪-真野猪1图怪
sprite_monster_event_lost_land_distraction_forest_kinol_regen.NPK,遗忘之地某怪-雷霆哥布林
sprite_monster_event_lost_land_distraction_forest_ocoodarin.NPK,遗忘之地某怪-格兰之火某野猪
sprite_monster_event_lost_land_distraction_forest_shauta.NPK,遗忘之地某怪-某牛头怪
sprite_monster_event_lost_land_distraction_forest_tauassaulter.NPK遗忘之地某怪与众不懂的牛头怪
sprite_monster_event_lost_land_distraction_forest_wolf_disguised.NPK,遗忘之地某怪-黑化鬼剑士
sprite_monster_event_lost_land_etc.NPK,遗忘之地一些怪-有空空伊
sprite_monster_event_lost_land_snowflower_mountain_apc_priest.NPK,年轻的雪崩某人
sprite_monster_event_lost_land_snowflower_mountain_collect_tree.NPK,泰拉遗迹冰树
sprite_monster_event_lost_land_snowflower_mountain_greenling.NPK,某魔法旋风
sprite_monster_event_lost_land_snowflower_mountain_kentauros.NPK,半人马2
sprite_monster_event_lost_land_snowflower_mountain_nighttroll.NPK,上的攻击特效
sprite_monster_event_lost_land_snowflower_mountain_sasquatch.NPK,异性雪山猩猩
sprite_monster_event_seria_box_cn.NPK,赛利亚技能-小盒
sprite_monster_event_seria_scream_cn.NPK,赛利亚技能-嗨
sprite_monster_event_seria_serabox_cn.NPK,赛利亚技能-金库
sprite_monster_event_weddingdungeon.NPK,爱之摩伽陀的多尼尔（超高清）
sprite_monster_gunner_dimensionrunner.NPK,男机械二觉-次元追击者
sprite_monster_knight_brutus.NPK,某龙头
sprite_monster_lost_land_deathful_port_king_merman.NPK,遗忘之地-人鱼国度BOSS
sprite_monster_lost_land_distraction_forest_shauta.NPK,某裂石
sprite_monster_lost_land_lasttemple_biggolem.NPK,遗忘之地-某石巨人
sprite_monster_lost_land_lasttemple_dalgur.NPK,遗忘之地某怪
sprite_monster_lost_land_snowflower_mountain_licu.NPK,遗忘之地-利库
